Job_id,Easy Apply,Avg_Salary,Min_Salary,Max_Salary
281,,122000.0,72000.0,100000.0
282,,122000.0,72000.0,100000.0
283,,122000.0,72000.0,100000.0
284,,122000.0,72000.0,100000.0
285,,122000.0,72000.0,100000.0
286,,122000.0,72000.0,100000.0
287,,100000.0,56000.0,88000.0
288,,100000.0,56000.0,88000.0
289,,100000.0,56000.0,88000.0
290,,100000.0,56000.0,88000.0
291,1.0,100000.0,56000.0,88000.0
292,,100000.0,56000.0,88000.0
293,,100000.0,56000.0,88000.0
294,,100000.0,56000.0,88000.0
295,,100000.0,56000.0,88000.0
296,1.0,100000.0,56000.0,88000.0
297,,100000.0,56000.0,88000.0
298,,100000.0,56000.0,88000.0
299,,100000.0,56000.0,88000.0
300,,100000.0,56000.0,88000.0
301,,100000.0,56000.0,88000.0
302,,100000.0,56000.0,88000.0
303,,100000.0,56000.0,88000.0
304,,100000.0,56000.0,88000.0
305,,168000.0,88000.0,160000.0
306,,168000.0,88000.0,160000.0
307,,168000.0,88000.0,160000.0
308,,168000.0,88000.0,160000.0
309,,168000.0,88000.0,160000.0
310,,168000.0,88000.0,160000.0
311,,168000.0,88000.0,160000.0
312,,168000.0,88000.0,160000.0
313,,168000.0,88000.0,160000.0
314,,168000.0,88000.0,160000.0
315,,168000.0,88000.0,160000.0
316,,168000.0,88000.0,160000.0
317,,168000.0,88000.0,160000.0
318,,168000.0,88000.0,160000.0
319,1.0,125000.0,80000.0,90000.0
320,,125000.0,80000.0,90000.0
321,,125000.0,80000.0,90000.0
322,1.0,125000.0,80000.0,90000.0
323,,125000.0,80000.0,90000.0
324,,125000.0,80000.0,90000.0
325,,125000.0,80000.0,90000.0
326,,125000.0,80000.0,90000.0
327,1.0,125000.0,80000.0,90000.0
328,,125000.0,80000.0,90000.0
329,,125000.0,80000.0,90000.0
330,,125000.0,80000.0,90000.0
331,,125000.0,80000.0,90000.0
332,,125000.0,80000.0,90000.0
333,1.0,125000.0,80000.0,90000.0
334,,125000.0,80000.0,90000.0
335,,125000.0,80000.0,90000.0
336,,125000.0,80000.0,90000.0
337,,125000.0,80000.0,90000.0
338,,125000.0,80000.0,90000.0
339,,125000.0,80000.0,90000.0
340,,125000.0,80000.0,90000.0
341,,125000.0,80000.0,90000.0
342,,125000.0,80000.0,90000.0
343,,125000.0,80000.0,90000.0
344,,125000.0,80000.0,90000.0
345,,125000.0,80000.0,90000.0
346,,125000.0,80000.0,90000.0
347,,125000.0,80000.0,90000.0
348,,125000.0,80000.0,90000.0
349,,122000.0,62000.0,120000.0
350,,122000.0,62000.0,120000.0
351,1.0,122000.0,62000.0,120000.0
352,,122000.0,62000.0,120000.0
353,,122000.0,62000.0,120000.0
354,,122000.0,62000.0,120000.0
355,,122000.0,62000.0,120000.0
356,,122000.0,62000.0,120000.0
357,,122000.0,62000.0,120000.0
358,,122000.0,62000.0,120000.0
359,,122000.0,62000.0,120000.0
360,,122000.0,62000.0,120000.0
361,,122000.0,62000.0,120000.0
362,,122000.0,62000.0,120000.0
363,,122000.0,62000.0,120000.0
364,,122000.0,62000.0,120000.0
365,,122000.0,62000.0,120000.0
366,,122000.0,62000.0,120000.0
367,,122000.0,62000.0,120000.0
368,,122000.0,62000.0,120000.0
369,,122000.0,62000.0,120000.0
370,,122000.0,62000.0,120000.0
371,,122000.0,62000.0,120000.0
372,,122000.0,62000.0,120000.0
373,,122000.0,62000.0,120000.0
374,,122000.0,62000.0,120000.0
375,,122000.0,62000.0,120000.0
376,,122000.0,62000.0,120000.0
377,,122000.0,62000.0,120000.0
378,,122000.0,62000.0,120000.0
379,,139000.0,72000.0,134000.0
380,,139000.0,72000.0,134000.0
381,,139000.0,72000.0,134000.0
382,,139000.0,72000.0,134000.0
383,,139000.0,72000.0,134000.0
384,,139000.0,72000.0,134000.0
385,,139000.0,72000.0,134000.0
386,,139000.0,72000.0,134000.0
387,,139000.0,72000.0,134000.0
388,,139000.0,72000.0,134000.0
389,,139000.0,72000.0,134000.0
390,,139000.0,72000.0,134000.0
391,,139000.0,72000.0,134000.0
392,,139000.0,72000.0,134000.0
393,,139000.0,72000.0,134000.0
394,,139000.0,72000.0,134000.0
395,,139000.0,72000.0,134000.0
396,,139000.0,72000.0,134000.0
397,,139000.0,72000.0,134000.0
398,,139000.0,72000.0,134000.0
399,,139000.0,72000.0,134000.0
400,,139000.0,72000.0,134000.0
401,,139000.0,72000.0,134000.0
402,,139000.0,72000.0,134000.0
403,,139000.0,72000.0,134000.0
404,,139000.0,72000.0,134000.0
405,,139000.0,72000.0,134000.0
406,,139000.0,72000.0,134000.0
407,,139000.0,72000.0,134000.0
408,,139000.0,72000.0,134000.0
409,,158000.0,99000.0,118000.0
410,,158000.0,99000.0,118000.0
411,,158000.0,99000.0,118000.0
412,,158000.0,99000.0,118000.0
413,,158000.0,99000.0,118000.0
414,,158000.0,99000.0,118000.0
415,,158000.0,99000.0,118000.0
416,,158000.0,99000.0,118000.0
417,,158000.0,99000.0,118000.0
418,,158000.0,99000.0,118000.0
419,,158000.0,99000.0,118000.0
420,,158000.0,99000.0,118000.0
421,,158000.0,99000.0,118000.0
422,,158000.0,99000.0,118000.0
423,,158000.0,99000.0,118000.0
424,,158000.0,99000.0,118000.0
425,,158000.0,99000.0,118000.0
426,,158000.0,99000.0,118000.0
427,,158000.0,99000.0,118000.0
428,,158000.0,99000.0,118000.0
429,,158000.0,99000.0,118000.0
430,,158000.0,99000.0,118000.0
431,,158000.0,99000.0,118000.0
432,1.0,158000.0,99000.0,118000.0
433,,158000.0,99000.0,118000.0
434,,158000.0,99000.0,118000.0
435,,158000.0,99000.0,118000.0
436,,158000.0,99000.0,118000.0
437,,158000.0,99000.0,118000.0
438,,158000.0,99000.0,118000.0
439,1.0,152500.0,77000.0,151000.0
440,,152500.0,77000.0,151000.0
441,,152500.0,77000.0,151000.0
442,,152500.0,77000.0,151000.0
443,,152500.0,77000.0,151000.0
444,,152500.0,77000.0,151000.0
445,,152500.0,77000.0,151000.0
446,,152500.0,77000.0,151000.0
447,,152500.0,77000.0,151000.0
448,,152500.0,77000.0,151000.0
449,,152500.0,77000.0,151000.0
450,,152500.0,77000.0,151000.0
451,,152500.0,77000.0,151000.0
452,,152500.0,77000.0,151000.0
453,,152500.0,77000.0,151000.0
454,,152500.0,77000.0,151000.0
455,,152500.0,77000.0,151000.0
456,,152500.0,77000.0,151000.0
457,,152500.0,77000.0,151000.0
458,,152500.0,77000.0,151000.0
459,,152500.0,77000.0,151000.0
460,,152500.0,77000.0,151000.0
461,,152500.0,77000.0,151000.0
462,,152500.0,77000.0,151000.0
463,,152500.0,77000.0,151000.0
464,,152500.0,77000.0,151000.0
465,,152500.0,77000.0,151000.0
466,,152500.0,77000.0,151000.0
467,,152500.0,77000.0,151000.0
468,,152500.0,77000.0,151000.0
469,,152500.0,77000.0,151000.0
470,,217000.0,124000.0,186000.0
471,,217000.0,124000.0,186000.0
472,,217000.0,124000.0,186000.0
473,,217000.0,124000.0,186000.0
474,,217000.0,124000.0,186000.0
475,,217000.0,124000.0,186000.0
476,,217000.0,124000.0,186000.0
477,,217000.0,124000.0,186000.0
478,,217000.0,124000.0,186000.0
479,,217000.0,124000.0,186000.0
480,,217000.0,124000.0,186000.0
481,,217000.0,124000.0,186000.0
482,,217000.0,124000.0,186000.0
483,,217000.0,124000.0,186000.0
484,,217000.0,124000.0,186000.0
485,,217000.0,124000.0,186000.0
486,,217000.0,124000.0,186000.0
487,,217000.0,124000.0,186000.0
488,,217000.0,124000.0,186000.0
489,,217000.0,124000.0,186000.0
490,,217000.0,124000.0,186000.0
491,,217000.0,124000.0,186000.0
492,,217000.0,124000.0,186000.0
493,,217000.0,124000.0,186000.0
494,,217000.0,124000.0,186000.0
495,,217000.0,124000.0,186000.0
496,,217000.0,124000.0,186000.0
497,,217000.0,124000.0,186000.0
498,,217000.0,124000.0,186000.0
499,,217000.0,124000.0,186000.0
500,,217000.0,124000.0,186000.0
501,,217000.0,124000.0,186000.0
502,,102500.0,63000.0,79000.0
503,,102500.0,63000.0,79000.0
504,,102500.0,63000.0,79000.0
505,,102500.0,63000.0,79000.0
506,,102500.0,63000.0,79000.0
507,,102500.0,63000.0,79000.0
508,,102500.0,63000.0,79000.0
509,,102500.0,63000.0,79000.0
510,,102500.0,63000.0,79000.0
511,,102500.0,63000.0,79000.0
512,,102500.0,63000.0,79000.0
513,,102500.0,63000.0,79000.0
514,,102500.0,63000.0,79000.0
515,,102500.0,63000.0,79000.0
516,,102500.0,63000.0,79000.0
517,,102500.0,63000.0,79000.0
518,,102500.0,63000.0,79000.0
519,,102500.0,63000.0,79000.0
520,,102500.0,63000.0,79000.0
521,,102500.0,63000.0,79000.0
522,,102500.0,63000.0,79000.0
523,,102500.0,63000.0,79000.0
524,,102500.0,63000.0,79000.0
525,,102500.0,63000.0,79000.0
526,,102500.0,63000.0,79000.0
527,,102500.0,63000.0,79000.0
528,,102500.0,63000.0,79000.0
529,,102500.0,63000.0,79000.0
530,,102500.0,63000.0,79000.0
531,,102500.0,63000.0,79000.0
532,,102500.0,63000.0,79000.0
533,,102500.0,63000.0,79000.0
534,,182000.0,102000.0,160000.0
535,,182000.0,102000.0,160000.0
536,,182000.0,102000.0,160000.0
537,,182000.0,102000.0,160000.0
538,,182000.0,102000.0,160000.0
539,,182000.0,102000.0,160000.0
540,,182000.0,102000.0,160000.0
541,,182000.0,102000.0,160000.0
542,,182000.0,102000.0,160000.0
543,,182000.0,102000.0,160000.0
544,,182000.0,102000.0,160000.0
545,,182000.0,102000.0,160000.0
546,,182000.0,102000.0,160000.0
547,1.0,182000.0,102000.0,160000.0
548,,182000.0,102000.0,160000.0
549,,182000.0,102000.0,160000.0
550,1.0,182000.0,102000.0,160000.0
551,,182000.0,102000.0,160000.0
552,,182000.0,102000.0,160000.0
553,,182000.0,102000.0,160000.0
554,,182000.0,102000.0,160000.0
555,,182000.0,102000.0,160000.0
556,,182000.0,102000.0,160000.0
557,,182000.0,102000.0,160000.0
558,,182000.0,102000.0,160000.0
559,,182000.0,102000.0,160000.0
560,,182000.0,102000.0,160000.0
561,,182000.0,102000.0,160000.0
562,,182000.0,102000.0,160000.0
563,,182000.0,102000.0,160000.0
564,,92000.0,58000.0,68000.0
565,,92000.0,58000.0,68000.0
566,,92000.0,58000.0,68000.0
567,,92000.0,58000.0,68000.0
568,,92000.0,58000.0,68000.0
569,,92000.0,58000.0,68000.0
570,,92000.0,58000.0,68000.0
571,,92000.0,58000.0,68000.0
572,,92000.0,58000.0,68000.0
573,,92000.0,58000.0,68000.0
574,,92000.0,58000.0,68000.0
575,,92000.0,58000.0,68000.0
576,,92000.0,58000.0,68000.0
577,,66000.0,34000.0,64000.0
578,,66000.0,34000.0,64000.0
579,,66000.0,34000.0,64000.0
580,,66000.0,34000.0,64000.0
581,,66000.0,34000.0,64000.0
582,,66000.0,34000.0,64000.0
583,,66000.0,34000.0,64000.0
584,,66000.0,34000.0,64000.0
585,,66000.0,34000.0,64000.0
586,,66000.0,34000.0,64000.0
587,,66000.0,34000.0,64000.0
588,,66000.0,34000.0,64000.0
589,,66000.0,34000.0,64000.0
590,,66000.0,34000.0,64000.0
591,,66000.0,34000.0,64000.0
592,,66000.0,34000.0,64000.0
593,,66000.0,34000.0,64000.0
594,,98000.0,48000.0,100000.0
595,,98000.0,48000.0,100000.0
596,,98000.0,48000.0,100000.0
597,1.0,98000.0,48000.0,100000.0
598,1.0,98000.0,48000.0,100000.0
599,,98000.0,48000.0,100000.0
600,,98000.0,48000.0,100000.0
601,,98000.0,48000.0,100000.0
602,,98000.0,48000.0,100000.0
603,,98000.0,48000.0,100000.0
604,,98000.0,48000.0,100000.0
605,,98000.0,48000.0,100000.0
606,,98000.0,48000.0,100000.0
607,,98000.0,48000.0,100000.0
608,,98000.0,48000.0,100000.0
609,,87500.0,45000.0,85000.0
610,,87500.0,45000.0,85000.0
611,,87500.0,45000.0,85000.0
612,,87500.0,45000.0,85000.0
613,,87500.0,45000.0,85000.0
614,,87500.0,45000.0,85000.0
615,,87500.0,45000.0,85000.0
616,,87500.0,45000.0,85000.0
617,,87500.0,45000.0,85000.0
618,,87500.0,45000.0,85000.0
619,,87500.0,45000.0,85000.0
620,,87500.0,45000.0,85000.0
621,,87500.0,45000.0,85000.0
622,,87500.0,45000.0,85000.0
623,,87500.0,45000.0,85000.0
624,1.0,87500.0,45000.0,85000.0
625,,87500.0,45000.0,85000.0
626,,87500.0,45000.0,85000.0
627,,87500.0,45000.0,85000.0
628,,87500.0,45000.0,85000.0
629,,83500.0,43000.0,81000.0
630,,83500.0,43000.0,81000.0
631,,83500.0,43000.0,81000.0
632,,83500.0,43000.0,81000.0
633,,83500.0,43000.0,81000.0
634,,83500.0,43000.0,81000.0
635,,83500.0,43000.0,81000.0
636,,83500.0,43000.0,81000.0
637,,83500.0,43000.0,81000.0
638,,83500.0,43000.0,81000.0
639,,83500.0,43000.0,81000.0
640,1.0,83500.0,43000.0,81000.0
641,,83500.0,43000.0,81000.0
642,,83500.0,43000.0,81000.0
643,,83500.0,43000.0,81000.0
644,,83500.0,43000.0,81000.0
645,,83500.0,43000.0,81000.0
646,,83500.0,43000.0,81000.0
647,1.0,81500.0,45000.0,73000.0
648,1.0,81500.0,45000.0,73000.0
649,,81500.0,45000.0,73000.0
650,,81500.0,45000.0,73000.0
651,,81500.0,45000.0,73000.0
652,,81500.0,45000.0,73000.0
653,,81500.0,45000.0,73000.0
654,,81500.0,45000.0,73000.0
655,,81500.0,45000.0,73000.0
656,,81500.0,45000.0,73000.0
657,,81500.0,45000.0,73000.0
658,,81500.0,45000.0,73000.0
659,,81500.0,45000.0,73000.0
660,1.0,81500.0,45000.0,73000.0
661,,81500.0,45000.0,73000.0
662,,81500.0,45000.0,73000.0
663,,81500.0,45000.0,73000.0
664,,81500.0,45000.0,73000.0
665,,81500.0,45000.0,73000.0
666,,81500.0,45000.0,73000.0
667,,81500.0,45000.0,73000.0
668,1.0,81500.0,45000.0,73000.0
669,,81500.0,45000.0,73000.0
670,1.0,81500.0,45000.0,73000.0
671,,81500.0,45000.0,73000.0
672,,81500.0,45000.0,73000.0
673,,81500.0,45000.0,73000.0
674,,81500.0,45000.0,73000.0
675,1.0,81500.0,45000.0,73000.0
676,,81500.0,45000.0,73000.0
677,,116500.0,74000.0,85000.0
678,,116500.0,74000.0,85000.0
679,,116500.0,74000.0,85000.0
680,1.0,116500.0,74000.0,85000.0
681,1.0,116500.0,74000.0,85000.0
682,,116500.0,74000.0,85000.0
683,,116500.0,74000.0,85000.0
684,,116500.0,74000.0,85000.0
685,,116500.0,74000.0,85000.0
686,,116500.0,74000.0,85000.0
687,,116500.0,74000.0,85000.0
688,,116500.0,74000.0,85000.0
689,,116500.0,74000.0,85000.0
690,,116500.0,74000.0,85000.0
691,,116500.0,74000.0,85000.0
692,,116500.0,74000.0,85000.0
693,,116500.0,74000.0,85000.0
694,,116500.0,74000.0,85000.0
695,,116500.0,74000.0,85000.0
696,,116500.0,74000.0,85000.0
697,,116500.0,74000.0,85000.0
698,1.0,116500.0,74000.0,85000.0
699,,116500.0,74000.0,85000.0
700,,116500.0,74000.0,85000.0
701,,116500.0,74000.0,85000.0
702,,116500.0,74000.0,85000.0
703,,116500.0,74000.0,85000.0
704,,116500.0,74000.0,85000.0
705,,116500.0,74000.0,85000.0
706,,116500.0,74000.0,85000.0
707,,117500.0,62000.0,111000.0
708,,117500.0,62000.0,111000.0
709,,117500.0,62000.0,111000.0
710,,117500.0,62000.0,111000.0
711,,117500.0,62000.0,111000.0
712,,117500.0,62000.0,111000.0
713,,117500.0,62000.0,111000.0
714,,117500.0,62000.0,111000.0
715,,117500.0,62000.0,111000.0
716,,117500.0,62000.0,111000.0
717,,117500.0,62000.0,111000.0
718,,117500.0,62000.0,111000.0
719,,117500.0,62000.0,111000.0
720,,117500.0,62000.0,111000.0
721,,117500.0,62000.0,111000.0
722,,117500.0,62000.0,111000.0
723,,117500.0,62000.0,111000.0
724,,117500.0,62000.0,111000.0
725,,117500.0,62000.0,111000.0
726,,117500.0,62000.0,111000.0
727,,117500.0,62000.0,111000.0
728,,117500.0,62000.0,111000.0
729,,117500.0,62000.0,111000.0
