State_id,City,State
1220,Houston,TX
1221,Houston,TX
1222,Houston,TX
1223,Houston,TX
1224,Houston,TX
1226,Houston,TX
1227,Houston,TX
1229,Houston,TX
1230,Houston,TX
1231,Houston,TX
1232,Houston,TX
1233,Houston,TX
1234,Houston,TX
1237,Houston,TX
1239,Houston,TX
1240,Houston,TX
1241,Houston,TX
1242,Houston,TX
1243,Houston,TX
1244,Houston,TX
1246,Houston,TX
1247,Houston,TX
1248,Houston,TX
1252,Houston,TX
1253,Houston,TX
1256,Houston,TX
1257,Houston,TX
1258,Houston,TX
1259,Houston,TX
1260,Houston,TX
1266,Houston,TX
1268,Houston,TX
1269,Houston,TX
1270,Houston,TX
1271,Houston,TX
1273,Houston,TX
1274,Houston,TX
1275,Houston,TX
1276,Houston,TX
1277,Houston,TX
1279,Houston,TX
1281,Houston,TX
1282,Houston,TX
1283,Houston,TX
1284,Houston,TX
1285,Houston,TX
1289,Houston,TX
1292,Houston,TX
1293,Houston,TX
1294,Houston,TX
1297,Houston,TX
1298,Houston,TX
1300,Houston,TX
1302,Houston,TX
1303,Houston,TX
1305,Houston,TX
1306,Houston,TX
1308,Houston,TX
1309,Houston,TX
1310,Houston,TX
1311,Houston,TX
1312,Houston,TX
1315,Houston,TX
1317,Houston,TX
1318,Houston,TX
1319,Houston,TX
1321,Houston,TX
1322,Houston,TX
1323,Scottsdale,AZ
1324,Scottsdale,AZ
1325,Scottsdale,AZ
1326,Scottsdale,AZ
1327,Phoenix,AZ
1330,Phoenix,AZ
1331,Tempe,AZ
1332,Phoenix,AZ
1333,Tempe,AZ
1334,Phoenix,AZ
1335,Phoenix,AZ
1336,Scottsdale,AZ
1337,Phoenix,AZ
1338,Tempe,AZ
1339,Phoenix,AZ
1341,Scottsdale,AZ
1342,Tempe,AZ
1343,Tempe,AZ
1344,Glendale,AZ
1345,Phoenix,AZ
1346,Tempe,AZ
1347,Phoenix,AZ
1348,Phoenix,AZ
1349,Tempe,AZ
1350,Tempe,AZ
1352,Phoenix,AZ
1353,Tempe,AZ
1354,Phoenix,AZ
1355,Tempe,AZ
1356,Phoenix,AZ
1357,Tempe,AZ
1358,Phoenix,AZ
1359,Scottsdale,AZ
1360,Tempe,AZ
1361,Phoenix,AZ
1363,Tempe,AZ
1364,Phoenix,AZ
1365,Phoenix,AZ
1367,Scottsdale,AZ
1371,Tempe,AZ
1372,Phoenix,AZ
1373,Tempe,AZ
1374,Glendale,AZ
1375,Phoenix,AZ
1376,Tempe,AZ
1377,Phoenix,AZ
1378,Phoenix,AZ
1379,Phoenix,AZ
1380,Phoenix,AZ
1382,Scottsdale,AZ
1384,Scottsdale,AZ
1394,Phoenix,AZ
1395,Chandler,AZ
1398,Scottsdale,AZ
1399,Phoenix,AZ
1400,Tempe,AZ
1401,Scottsdale,AZ
1402,Tempe,AZ
1403,Phoenix,AZ
1405,Phoenix,AZ
1406,Phoenix,AZ
1407,Phoenix,AZ
1408,Phoenix,AZ
1409,Phoenix,AZ
1411,Phoenix,AZ
1412,Tempe,AZ
1414,Tempe,AZ
1415,Phoenix,AZ
1416,Phoenix,AZ
1417,Phoenix,AZ
1418,Phoenix,AZ
1419,Phoenix,AZ
1420,Scottsdale,AZ
1422,Chandler,AZ
1427,Scottsdale,AZ
1428,Mesa,AZ
1430,Tempe,AZ
1431,Phoenix,AZ
1432,Phoenix,AZ
1433,Phoenix,AZ
1436,Scottsdale,AZ
1437,Phoenix,AZ
1438,Phoenix,AZ
1439,Phoenix,AZ
1441,Phoenix,AZ
1442,Phoenix,AZ
1443,Tempe,AZ
1444,Phoenix,AZ
1445,Phoenix,AZ
1446,Scottsdale,AZ
1447,Phoenix,AZ
1450,Tempe,AZ
1451,Phoenix,AZ
1452,Phoenix,AZ
1454,DC Ranch,AZ
1455,Scottsdale,AZ
1456,Tempe,AZ
1457,Phoenix,AZ
1458,Phoenix,AZ
1460,Phoenix,AZ
1462,Phoenix,AZ
1463,Phoenix,AZ
1464,Scottsdale,AZ
1465,Phoenix,AZ
1468,Phoenix,AZ
1470,Phoenix,AZ
1471,Phoenix,AZ
1472,Phoenix,AZ
1473,Phoenix,AZ
1474,Phoenix,AZ
1475,Phoenix,AZ
1477,Phoenix,AZ
1478,Phoenix,AZ
1481,Phoenix,AZ
1482,Phoenix,AZ
1483,Phoenix,AZ
1484,Tempe,AZ
1485,Phoenix,AZ
1486,Tempe,AZ
1487,Phoenix,AZ
1490,Phoenix,AZ
1491,Phoenix,AZ
1492,Tempe,AZ
1493,Phoenix,AZ
1494,Phoenix,AZ
1495,Tempe,AZ
1496,Phoenix,AZ
1497,Scottsdale,AZ
1498,Phoenix,AZ
1499,Tempe,AZ
1500,Tempe,AZ
1501,Chandler,AZ
1503,Phoenix,AZ
1505,Tempe,AZ
1507,Phoenix,AZ
1508,Phoenix,AZ
1510,Phoenix,AZ
1512,Phoenix,AZ
1513,Tempe,AZ
1514,Phoenix,AZ
1515,Phoenix,AZ
1516,Phoenix,AZ
1517,Tempe,AZ
1518,Chandler,AZ
1519,Phoenix,AZ
1520,Tempe,AZ
1521,Phoenix,AZ
1522,Phoenix,AZ
1523,Phoenix,AZ
1524,Scottsdale,AZ
1527,Tempe,AZ
1528,Phoenix,AZ
1529,Mesa,AZ
1530,Phoenix,AZ
1532,Tempe,AZ
1533,Scottsdale,AZ
1534,Phoenix,AZ
1535,Tempe,AZ
1536,Phoenix,AZ
1537,Phoenix,AZ
1538,Phoenix,AZ
1540,Phoenix,AZ
1541,Tempe,AZ
1543,Phoenix,AZ
1545,Tempe,AZ
1546,Phoenix,AZ
1547,Tempe,AZ
1548,Phoenix,AZ
1549,Phoenix,AZ
1550,Phoenix,AZ
1551,Tempe,AZ
1552,Phoenix,AZ
1555,Scottsdale,AZ
1556,Scottsdale,AZ
1557,Phoenix,AZ
1558,Tempe,AZ
1559,Scottsdale,AZ
1560,Phoenix,AZ
1561,Phoenix,AZ
1562,Tempe,AZ
1563,Phoenix,AZ
1564,Phoenix,AZ
1565,Tempe,AZ
1566,Tempe,AZ
1567,Phoenix,AZ
1568,Tempe,AZ
1570,Phoenix,AZ
1571,Phoenix,AZ
1573,Phoenix,AZ
1574,Tempe,AZ
1575,Phoenix,AZ
1577,Phoenix,AZ
1578,Scottsdale,AZ
1579,Scottsdale,AZ
1580,Phoenix,AZ
1581,Phoenix,AZ
1583,Phoenix,AZ
1584,Chandler,AZ
1586,Chandler,AZ
1587,Phoenix,AZ
1588,Tempe,AZ
1590,Chandler,AZ
1591,Tempe,AZ
1593,Scottsdale,AZ
1595,Phoenix,AZ
1596,Phoenix,AZ
1597,Phoenix,AZ
1599,Phoenix,AZ
1601,Tempe,AZ
1602,Scottsdale,AZ
1603,Phoenix,AZ
1604,Phoenix,AZ
1605,Tempe,AZ
1606,Tempe,AZ
1608,Phoenix,AZ
1610,Tempe,AZ
1611,Phoenix,AZ
1613,Tempe,AZ
1614,Phoenix,AZ
1616,Phoenix,AZ
1619,Phoenix,AZ
1622,Phoenix,AZ
1624,Tempe,AZ
1627,Phoenix,AZ
1633,Phoenix,AZ
1634,Chandler,AZ
1635,Phoenix,AZ
1641,Phoenix,AZ
1642,Phoenix,AZ
1645,Scottsdale,AZ
1648,Tempe,AZ
1649,Tempe,AZ
1650,Phoenix,AZ
1651,Glendale,AZ
1653,Tempe,AZ
1654,Phoenix,AZ
1655,Phoenix,AZ
1656,Mesa,AZ
1657,Tempe,AZ
1658,Phoenix,AZ
1660,Phoenix,AZ
1663,Burlington,NJ
1664,Wayne,PA
1666,Malvern,PA
1668,Radnor,PA
1669,Camden,NJ
1670,Philadelphia,PA
1671,Swedesboro,NJ
1672,Philadelphia,PA
1673,Philadelphia,PA
1674,Philadelphia,PA
1676,Philadelphia,PA
1678,King of Prussia,PA
1679,Philadelphia,PA
1680,Philadelphia,PA
1682,Philadelphia,PA
1683,Bala Cynwyd,PA
1684,Lansdale,PA
1685,Philadelphia,PA
1686,West Point,PA
1687,Philadelphia,PA
1691,Fort Washington,PA
1692,Wilmington,DE
1693,Cherry Hill,NJ
1694,King of Prussia,PA
1695,Philadelphia,PA
1696,King of Prussia,PA
1697,Philadelphia,PA
1698,Philadelphia,PA
1699,Philadelphia,PA
1700,Philadelphia,PA
1701,Philadelphia,PA
1702,Philadelphia,PA
1704,Philadelphia,PA
1707,Wilmington,DE
1708,Conshohocken,PA
1710,Philadelphia,PA
1713,Philadelphia,PA
1714,Philadelphia,PA
1716,Philadelphia,PA
1717,Fort Washington,PA
1719,Wilmington,DE
1720,Philadelphia,PA
1722,Fort Washington,PA
1724,Wilmington,DE
1725,Wilmington,DE
1727,Horsham,PA
1728,Wilmington,DE
1729,Philadelphia,PA
1730,Philadelphia,PA
1731,Philadelphia,PA
1733,Philadelphia,PA
1734,King of Prussia,PA
1736,Philadelphia,PA
1738,West Chester,PA
1739,Philadelphia,PA
1740,Philadelphia,PA
1741,Philadelphia,PA
1743,Philadelphia,PA
1744,Philadelphia,PA
1747,Philadelphia,PA
1748,Mount Laurel,NJ
1749,Philadelphia,PA
1750,Philadelphia,PA
1751,Oaks,PA
1752,Wilmington,DE
1753,Philadelphia,PA
1754,Mount Laurel,NJ
1755,Philadelphia,PA
1756,Mount Laurel,NJ
1757,Fort Washington,PA
1758,Philadelphia,PA
1760,Philadelphia,PA
1761,Fort Washington,PA
1762,Philadelphia,PA
1763,Philadelphia,PA
1764,Philadelphia,PA
1766,Swedesboro,NJ
1767,Philadelphia,PA
1768,Philadelphia,PA
1770,Philadelphia,PA
1771,Philadelphia,PA
1772,Audubon,PA
1774,Philadelphia,PA
1775,East Norriton,PA
1776,Philadelphia,PA
1777,King of Prussia,PA
1778,Philadelphia,PA
1782,Philadelphia,PA
1783,Media,PA
1784,Philadelphia,PA
1785,Philadelphia,PA
1786,Wilmington,DE
1787,Malvern,PA
1788,Conshohocken,PA
1789,Philadelphia,PA
1790,King of Prussia,PA
1791,Bensalem,PA
1792,Bala Cynwyd,PA
1793,Conshohocken,PA
1795,Wilmington,DE
1796,Philadelphia,PA
1797,Conshohocken,PA
1799,Philadelphia,PA
1800,Philadelphia,PA
1802,Exton,PA
1803,Philadelphia,PA
1808,West Chester,PA
1809,Plymouth Meeting,PA
1810,Marlton,NJ
1811,Philadelphia,PA
1813,Philadelphia,PA
1815,Philadelphia,PA
1816,Philadelphia,PA
1817,Philadelphia,PA
1819,Philadelphia,PA
1821,Collegeville,PA
1822,Philadelphia,PA
1823,Philadelphia,PA
1824,King of Prussia,PA
1826,Radnor,PA
1828,Fort Washington,PA
1829,West Chester,PA
1830,Wilmington,DE
1831,Philadelphia,PA
1832,Philadelphia,PA
1833,Philadelphia,PA
1834,Plymouth Meeting,PA
1835,Wilmington,DE
1837,Wilmington,DE
1838,Philadelphia,PA
1839,Malvern,PA
1840,Fort Washington,PA
1841,Philadelphia,PA
1842,Wayne,PA
1843,Philadelphia,PA
1844,Bala Cynwyd,PA
1845,Mount Laurel,NJ
1846,Wilmington,DE
1849,Philadelphia,PA
1850,Philadelphia,PA
1851,Wilmington,DE
1852,King of Prussia,PA
1853,Wilmington,DE
1854,Wilmington,DE
1856,Dresher,PA
1857,Wilmington,DE
1859,Philadelphia,PA
1860,Wilmington,DE
1861,Philadelphia,PA
1863,Wilmington,DE
1864,Moorestown,NJ
1865,Philadelphia,PA
1866,Philadelphia,PA
1867,Philadelphia,PA
1869,Radnor,PA
1870,Philadelphia,PA
1872,Burlington,NJ
1873,Philadelphia,PA
1875,Philadelphia,PA
1876,King of Prussia,PA
1877,Philadelphia,PA
1879,Malvern,PA
1880,Philadelphia,PA
1883,Philadelphia,PA
1884,Wilmington,DE
1886,Mount Laurel,NJ
1888,Fort Washington,PA
1889,King of Prussia,PA
1890,Philadelphia,PA
1891,Philadelphia,PA
1892,Malvern,PA
1893,Media,PA
1894,Collegeville,PA
1895,Philadelphia,PA
1896,Philadelphia,PA
1897,Philadelphia,PA
1898,Philadelphia,PA
1899,Philadelphia,PA
1900,Philadelphia,PA
1902,Philadelphia,PA
1903,Philadelphia,PA
1904,Feasterville Trevose,PA
1905,Philadelphia,PA
1906,Philadelphia,PA
1907,Philadelphia,PA
1910,Philadelphia,PA
1911,Philadelphia,PA
1912,Philadelphia,PA
1914,Camden,NJ
1916,Fort Washington,PA
1918,Philadelphia,PA
1919,Philadelphia,PA
1920,Philadelphia,PA
1921,Malvern,PA
1923,Philadelphia,PA
1927,Philadelphia,PA
1928,Philadelphia,PA
1929,Philadelphia,PA
1931,Paoli,PA
1932,Moorestown,NJ
1933,Philadelphia,PA
1936,King of Prussia,PA
1938,Philadelphia,PA
1939,Philadelphia,PA
1940,Philadelphia,PA
1942,Philadelphia,PA
1946,Wilmington,DE
1949,Philadelphia,PA
1951,Philadelphia,PA
1953,Fort Washington,PA
1954,Moorestown,NJ
1956,Berwyn,PA
1957,Philadelphia,PA
1958,Philadelphia,PA
1960,Philadelphia,PA
1961,Marlton,NJ
1962,Philadelphia,PA
1963,Mount Laurel,NJ
1964,Philadelphia,PA
1965,Wilmington,DE
1966,Allegheny West,PA
1967,King of Prussia,PA
1968,Wilmington,DE
1969,Philadelphia,PA
1970,Mount Laurel,NJ
1971,Philadelphia,PA
1973,Wilmington,DE
1974,Philadelphia,PA
1975,Philadelphia,PA
1976,Conshohocken,PA
1978,Riverside,NJ
1979,Wilmington,DE
1980,Wilmington,DE
1981,Philadelphia,PA
1982,Philadelphia,PA
1983,Philadelphia,PA
1985,Lansdale,PA
1986,Spring House,PA
1987,King of Prussia,PA
1988,Blue Bell,PA
1990,Philadelphia,PA
1991,Wilmington,DE
1992,Philadelphia,PA
1993,Wilmington,DE
1994,Philadelphia,PA
1995,Philadelphia,PA
1996,Philadelphia,PA
1997,Philadelphia,PA
1998,San Antonio,TX
1999,San Antonio,TX
2001,San Antonio,TX
2002,San Antonio,TX
2003,San Antonio,TX
2004,San Antonio,TX
2005,San Antonio,TX
2006,San Antonio,TX
2007,San Antonio,TX
2008,San Antonio,TX
2010,San Antonio,TX
2011,San Antonio,TX
2013,San Antonio,TX
2014,San Antonio,TX
2015,San Antonio,TX
2016,San Antonio,TX
2017,San Antonio,TX
2020,San Antonio,TX
2021,San Antonio,TX
2022,San Antonio,TX
2023,San Antonio,TX
2024,San Antonio,TX
2025,San Antonio,TX
2027,San Antonio,TX
2028,San Antonio,TX
2029,San Antonio,TX
2031,San Antonio,TX
2033,San Antonio,TX
2034,San Antonio,TX
2035,San Antonio,TX
2036,San Antonio,TX
2037,San Antonio,TX
2038,San Antonio,TX
2039,San Antonio,TX
2040,San Antonio,TX
2041,San Antonio,TX
2042,San Antonio,TX
2043,San Antonio,TX
2045,San Antonio,TX
2047,San Antonio,TX
2048,San Antonio,TX
2049,San Antonio,TX
2050,San Antonio,TX
2051,San Antonio,TX
2052,San Antonio,TX
2053,San Antonio,TX
2055,San Antonio,TX
2057,San Antonio,TX
2059,San Antonio,TX
2060,San Antonio,TX
2061,San Antonio,TX
2062,San Antonio,TX
2064,San Antonio,TX
2065,San Antonio,TX
2066,San Antonio,TX
2068,San Antonio,TX
2069,San Antonio,TX
2070,San Antonio,TX
2071,San Antonio,TX
2073,San Antonio,TX
2074,San Antonio,TX
2076,San Antonio,TX
2077,San Antonio,TX
2078,San Antonio,TX
2079,San Antonio,TX
2080,San Antonio,TX
2082,San Antonio,TX
2083,San Antonio,TX
2084,San Antonio,TX
2085,San Antonio,TX
2086,San Antonio,TX
2087,San Antonio,TX
2089,San Antonio,TX
2090,San Antonio,TX
2091,San Antonio,TX
2092,San Antonio,TX
2093,San Antonio,TX
2094,San Antonio,TX
2095,San Antonio,TX
2097,San Antonio,TX
2098,San Antonio,TX
2099,San Antonio,TX
2101,San Antonio,TX
2102,San Antonio,TX
2103,San Antonio,TX
2104,San Antonio,TX
2106,San Antonio,TX
2107,San Antonio,TX
2108,San Antonio,TX
2109,San Antonio,TX
2110,San Antonio,TX
2111,San Antonio,TX
2112,San Antonio,TX
2113,San Antonio,TX
2114,San Antonio,TX
2117,San Antonio,TX
2118,San Antonio,TX
2119,San Antonio,TX
2120,San Antonio,TX
2124,San Antonio,TX
2125,San Antonio,TX
2128,San Antonio,TX
2129,San Antonio,TX
2130,San Antonio,TX
2131,San Antonio,TX
2132,San Antonio,TX
2133,San Antonio,TX
2135,San Antonio,TX
2136,San Antonio,TX
2137,San Antonio,TX
2138,San Antonio,TX
2139,San Antonio,TX
2141,San Antonio,TX
2145,San Antonio,TX
2146,San Antonio,TX
2147,San Antonio,TX
2148,San Antonio,TX
2149,San Antonio,TX
2150,San Antonio,TX
2151,San Antonio,TX
2152,San Antonio,TX
2153,San Antonio,TX
2155,San Antonio,TX
2156,San Antonio,TX
2158,San Antonio,TX
2159,San Antonio,TX
2160,San Antonio,TX
2161,San Antonio,TX
2163,San Antonio,TX
2164,San Antonio,TX
2165,San Antonio,TX
2167,San Antonio,TX
2168,San Antonio,TX
2169,San Antonio,TX
2171,San Antonio,TX
2173,San Antonio,TX
2174,San Antonio,TX
2175,San Antonio,TX
2176,San Antonio,TX
2177,San Antonio,TX
2178,San Antonio,TX
2179,San Antonio,TX
2180,San Antonio,TX
2181,San Antonio,TX
2182,San Antonio,TX
2185,San Antonio,TX
2186,San Antonio,TX
2187,San Antonio,TX
2188,San Antonio,TX
2189,Fort Sam Houston,TX
2190,San Antonio,TX
2192,San Antonio,TX
2193,San Antonio,TX
2194,San Antonio,TX
2195,San Antonio,TX
2196,San Antonio,TX
2198,San Antonio,TX
2199,San Antonio,TX
2200,San Antonio,TX
2202,San Antonio,TX
2204,San Antonio,TX
2208,San Antonio,TX
2209,San Antonio,TX
2210,San Antonio,TX
2212,Lackland AFB,TX
2214,San Antonio,TX
2215,San Antonio,TX
2216,San Antonio,TX
2217,San Antonio,TX
2218,San Antonio,TX
2219,San Antonio,TX
2223,San Antonio,TX
2224,Lackland AFB,TX
2226,Fort Sam Houston,TX
2229,San Antonio,TX
2230,San Antonio,TX
2234,San Antonio,TX
2236,San Antonio,TX
2237,San Antonio,TX
2238,San Antonio,TX
2239,San Antonio,TX
2241,San Antonio,TX
2243,San Antonio,TX
2244,San Antonio,TX
2245,San Antonio,TX
2246,San Antonio,TX
2247,San Antonio,TX
2250,Fort Sam Houston,TX
2251,San Antonio,TX
2252,San Antonio,TX
2253,San Antonio,TX
2256,San Antonio,TX
2257,San Antonio,TX
2258,San Antonio,TX
2259,San Antonio,TX
2261,San Antonio,TX
2262,San Antonio,TX
2264,San Antonio,TX
2265,San Antonio,TX
2266,San Antonio,TX
2267,San Antonio,TX
2268,San Antonio,TX
2269,San Antonio,TX
2270,San Antonio,TX
2271,San Antonio,TX
2272,San Antonio,TX
2273,San Antonio,TX
2275,Lackland AFB,TX
2277,San Antonio,TX
2279,San Antonio,TX
2281,San Antonio,TX
2282,San Antonio,TX
2283,San Antonio,TX
2284,San Antonio,TX
2285,San Antonio,TX
2286,San Antonio,TX
2287,San Antonio,TX
2289,Lackland AFB,TX
2290,San Antonio,TX
2291,San Antonio,TX
2292,San Antonio,TX
2293,San Antonio,TX
2294,San Antonio,TX
2295,San Antonio,TX
2296,San Antonio,TX
2297,San Antonio,TX
2298,San Antonio,TX
2299,San Antonio,TX
2300,San Antonio,TX
2301,Fort Sam Houston,TX
2302,San Antonio,TX
2303,San Antonio,TX
2304,San Antonio,TX
2306,San Antonio,TX
2307,San Antonio,TX
2308,San Antonio,TX
2309,San Antonio,TX
2311,San Antonio,TX
2312,San Antonio,TX
2313,San Antonio,TX
2314,San Antonio,TX
2315,San Antonio,TX
2316,San Antonio,TX
2318,San Antonio,TX
2319,San Antonio,TX
2320,San Antonio,TX
2321,San Antonio,TX
2322,San Antonio,TX
2323,San Antonio,TX
2324,San Antonio,TX
2326,San Antonio,TX
2327,San Antonio,TX
2328,San Antonio,TX
2329,San Antonio,TX
2331,San Antonio,TX
2332,San Antonio,TX
2333,San Antonio,TX
2338,San Diego,CA
2339,San Diego,CA
2340,San Diego,CA
2342,San Diego,CA
2343,San Diego,CA
2344,San Diego,CA
2345,San Diego,CA
2347,San Diego,CA
2348,San Diego,CA
2349,San Diego,CA
2356,San Diego,CA
2357,San Diego,CA
2359,San Diego,CA
2360,San Diego,CA
2361,San Diego,CA
2362,San Diego,CA
2363,San Diego,CA
2364,San Diego,CA
2366,San Diego,CA
2367,San Diego,CA
2368,San Diego,CA
2370,San Diego,CA
2373,San Diego,CA
2374,San Diego,CA
2375,San Diego,CA
2376,San Diego,CA
2377,San Diego,CA
2379,San Diego,CA
2380,San Diego,CA
2384,San Diego,CA
2386,San Diego,CA
2387,San Diego,CA
2388,San Diego,CA
2389,San Diego,CA
2390,Coronado,CA
2391,San Diego,CA
2392,San Diego,CA
2393,San Diego,CA
2395,San Diego,CA
2398,San Diego,CA
2399,San Diego,CA
2401,San Diego,CA
2403,San Diego,CA
2406,San Diego,CA
2408,San Diego,CA
2409,San Diego,CA
2412,El Cajon,CA
2414,San Diego,CA
2415,San Diego,CA
2416,San Diego,CA
2417,San Diego,CA
2419,San Diego,CA
2420,San Diego,CA
2421,San Diego,CA
2425,San Diego,CA
2427,San Diego,CA
2429,San Diego,CA
2430,San Diego,CA
2431,San Diego,CA
2432,San Diego,CA
2433,San Diego,CA
2434,San Diego,CA
2435,San Diego,CA
2436,San Diego,CA
2437,San Diego,CA
2438,San Diego,CA
2440,San Diego,CA
2441,San Diego,CA
2443,San Diego,CA
2444,San Diego,CA
2445,San Diego,CA
2446,San Diego,CA
2448,San Diego,CA
2449,San Diego,CA
2450,San Diego,CA
2451,San Diego,CA
2452,San Diego,CA
2453,San Diego,CA
2455,San Diego,CA
2456,San Diego,CA
2457,San Diego,CA
2459,San Diego,CA
2462,San Diego,CA
2465,San Diego,CA
2466,San Diego,CA
2467,San Diego,CA
2468,San Diego,CA
2472,San Diego,CA
2473,San Diego,CA
2474,San Diego,CA
2475,San Diego,CA
2476,San Diego,CA
2477,San Diego,CA
2478,San Diego,CA
2479,San Diego,CA
2481,San Diego,CA
2482,San Diego,CA
2483,San Diego,CA
2484,San Diego,CA
2485,San Diego,CA
2486,San Diego,CA
2487,San Diego,CA
2488,San Diego,CA
2489,San Diego,CA
2490,San Diego,CA
2493,San Diego,CA
2494,San Diego,CA
2495,San Diego,CA
2497,San Diego,CA
2498,San Diego,CA
2499,San Diego,CA
2500,San Diego,CA
2501,San Diego,CA
2502,Alpine,CA
2504,San Diego,CA
2505,San Diego,CA
2506,San Diego,CA
2507,San Diego,CA
2508,San Diego,CA
2510,San Diego,CA
2511,San Diego,CA
2515,San Diego,CA
2517,La Jolla,CA
2518,San Diego,CA
2519,San Diego,CA
2523,San Diego,CA
2526,San Diego,CA
2527,San Diego,CA
2528,San Diego,CA
2530,Coronado,CA
2531,San Diego,CA
2532,San Diego,CA
2533,San Diego,CA
2535,San Diego,CA
2537,San Diego,CA
2538,San Diego,CA
2542,San Diego,CA
2543,San Diego,CA
2544,San Diego,CA
2546,San Diego,CA
2547,San Diego,CA
2548,San Diego,CA
2549,San Diego,CA
2550,San Diego,CA
2552,San Diego,CA
2553,San Diego,CA
2555,San Diego,CA
2556,San Diego,CA
2559,San Diego,CA
2560,San Diego,CA
2561,San Diego,CA
2562,San Diego,CA
2564,Coronado,CA
2566,San Diego,CA
2567,San Diego,CA
2568,San Diego,CA
2569,San Diego,CA
2570,San Diego,CA
2571,San Diego,CA
2572,San Diego,CA
2573,San Diego,CA
2574,San Diego,CA
2575,San Diego,CA
2576,San Diego,CA
2577,San Diego,CA
2579,San Diego,CA
2583,San Diego,CA
2584,San Diego,CA
2585,San Diego,CA
2586,San Diego,CA
2588,San Diego,CA
2589,San Diego,CA
2591,San Diego,CA
2592,San Diego,CA
2594,San Diego,CA
2595,San Diego,CA
2596,San Diego,CA
2597,San Diego,CA
2598,San Diego,CA
2600,San Diego,CA
2601,San Diego,CA
2603,San Diego,CA
2606,San Diego,CA
2607,San Diego,CA
2608,San Diego,CA
2609,San Diego,CA
2611,San Diego,CA
2613,San Diego,CA
2614,San Diego,CA
2615,San Diego,CA
2616,San Diego,CA
2617,San Diego,CA
2620,San Diego,CA
2621,San Diego,CA
2623,San Diego,CA
2624,San Diego,CA
2625,San Diego,CA
2626,San Diego,CA
2627,San Diego,CA
2628,San Diego,CA
2629,San Diego,CA
2630,San Diego,CA
2631,San Diego,CA
2632,San Diego,CA
2633,San Diego,CA
2634,San Diego,CA
2635,San Diego,CA
2636,San Diego,CA
2637,San Diego,CA
2639,San Diego,CA
2640,San Diego,CA
2641,San Diego,CA
2642,San Diego,CA
2643,San Diego,CA
2644,San Diego,CA
2645,San Diego,CA
2647,Coronado,CA
2648,San Diego,CA
2649,San Diego,CA
2650,San Diego,CA
2652,San Diego,CA
2653,San Diego,CA
2654,San Diego,CA
2655,San Diego,CA
2656,San Diego,CA
2657,San Diego,CA
2658,San Diego,CA
2659,San Diego,CA
2660,San Diego,CA
2661,San Diego,CA
2662,San Diego,CA
2664,San Diego,CA
2666,San Diego,CA
2667,San Diego,CA
2668,San Diego,CA
2669,San Diego,CA
2670,San Diego,CA
2672,San Diego,CA
2675,San Diego,CA
2676,San Diego,CA
2677,San Diego,CA
2678,San Diego,CA
2680,San Diego,CA
2681,San Diego,CA
2683,San Diego,CA
2684,San Diego,CA
2687,San Diego,CA
2693,San Diego,CA
2694,Allen,TX
2695,Dallas,TX
2697,Plano,TX
2698,Carrollton,TX
2699,Dallas,TX
2700,Plano,TX
2701,Plano,TX
2703,Dallas,TX
2706,Dallas,TX
2707,Dallas,TX
2708,Dallas,TX
2709,Richardson,TX
2710,Dallas,TX
2711,Plano,TX
2712,Irving,TX
2713,Plano,TX
2714,Dallas,TX
2715,Plano,TX
2716,Irving,TX
2717,Dallas,TX
2718,Plano,TX
2719,Plano,TX
2720,Dallas,TX
2721,Dallas,TX
2722,Richardson,TX
2723,Plano,TX
2725,Dallas,TX
2728,Dallas,TX
2729,Dallas,TX
2731,Grapevine,TX
2732,Irving,TX
2733,Dallas,TX
2734,Dallas,TX
2735,Richardson,TX
2739,Dallas,TX
2740,Dallas,TX
2745,Dallas,TX
2747,Dallas,TX
2748,Irving,TX
2749,Dallas,TX
2750,Dallas,TX
2751,Dallas,TX
2752,Irving,TX
2753,Irving,TX
2754,Dallas,TX
2755,Dallas,TX
2756,Dallas,TX
2757,Irving,TX
2758,Dallas,TX
2759,Dallas,TX
2760,Irving,TX
2761,Dallas,TX
2762,Dallas,TX
2763,Arlington,TX
2764,Dallas,TX
2766,Dallas,TX
2767,Dallas,TX
2769,Dallas,TX
2772,Dallas,TX
2773,Dallas,TX
2774,Irving,TX
2778,Dallas,TX
2779,Dallas,TX
2780,Coppell,TX
2782,Dallas,TX
2783,Plano,TX
2785,Dallas,TX
2787,Dallas,TX
2788,Dallas,TX
2789,Dallas,TX
2790,Dallas,TX
2791,Dallas,TX
2792,Plano,TX
2793,Dallas,TX
2794,Grand Prairie,TX
2796,Richardson,TX
2797,Dallas,TX
2798,Dallas,TX
2799,Dallas,TX
2800,Dallas,TX
2801,Dallas,TX
2802,Plano,TX
2803,Dallas,TX
2804,Dallas,TX
2805,Dallas,TX
2807,Allen,TX
2808,Dallas,TX
2809,Dallas,TX
2810,Dallas,TX
2814,Dallas,TX
2815,Dallas,TX
2816,Plano,TX
2817,Dallas,TX
2822,Arlington,TX
2823,Irving,TX
2824,Dallas,TX
2825,Dallas,TX
2826,Richardson,TX
2827,University Park,TX
2828,Plano,TX
2830,Carrollton,TX
2831,Irving,TX
2833,Dallas,TX
2835,Addison,TX
2836,Irving,TX
2837,Coppell,TX
2838,Dallas,TX
2839,Dallas,TX
2840,Dallas,TX
2843,Plano,TX
2845,Plano,TX
2847,Plano,TX
2848,Irving,TX
